"CODICE DELL'EDIFICIO";EDIFICIO;COMUNE;"INDIRIZZO PRINCIPALE";"CODICE DEL PIANO";PIANO;"CODICE DEL LOCALE";LOCALE;NOTE;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2851;Vuoto;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2860;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2870;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2880;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2890;Atrio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2900;"Area consultazione";"sala lettura";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2906;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2907;Ascensore;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2908;"Sala riunioni";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2909;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2910;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2911;Corridoio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2912;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2913;"Sala riunioni";"Sala riunioni 10 persone";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2914;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2915;Studio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2916;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2917;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2920;Ufficio;Rettorato;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2930;Disimpegno;Rettorato;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2940;"Vano scale";Rettorato;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2950;Vuoto;"Vuoto su vano scale Rettorato";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2960;"Vano scale";Rettorato;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2970;Vuoto;"Vuoto su vano ascensore";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2980;"Vano scale";Rettorato;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_2990;Ripostiglio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3000;Reception;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3010;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3020;Disimpegno;Rettorato;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3030;"Vano scale";Rettorato;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3040;"Sala riunioni";"Sala riunioni - capienza 10 posti";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3050;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3060;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3070;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3080;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3090;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3100;Aula;"Aula Magna";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3110;Balcone;"Rettorato - Aula Magna";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3120;Aula;"Sala Mario Allara";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3130;"Servizi igienici";"Rettorato - Sala Mario Allara";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3140;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3150;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3160;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P03;"Livello terzo";001-A_P03_3170;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3180;Balcone;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3190;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3200;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3210;Ufficio;"Ufficio del Presidente di Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3220;Ufficio;"Ufficio del Direttore di Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3230;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3240;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3250;Biblioteca;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3260;Biblioteca;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3270;Biblioteca;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3280;Biblioteca;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3290;Biblioteca;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3300;Biblioteca;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3310;"Vano scale";-;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3320;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3330;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3340;Archivio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3350;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3360;Corridoio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3370;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3380;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3390;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3400;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3410;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3420;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3430;Disimpegno;Rettorato;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3440;Vuoto;"Vuoto su vano ascensore";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3450;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3460;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3470;Atrio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3480;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3490;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3500;Atrio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3510;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3520;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3530;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3540;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3550;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3560;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3570;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3580;Ripostiglio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3590;Vuoto;"Sfondato su Aula Magna";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3600;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3610;"Vano scale";Rettorato;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3620;Ripostiglio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3630;"Locale fotocopiatrici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3640;Vuoto;"Vuoto su vano ascensore";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3650;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3660;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P04;"Livello quarto";001-A_P04_3670;"Saletta multimediale";"DSI - saletta multimediale capienza 16 posti";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3680;Balcone;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3690;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3700;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3710;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3720;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3730;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3740;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3750;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3760;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3770;Biblioteca;Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3780;Biblioteca;Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3790;Biblioteca;Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3800;Biblioteca;Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3810;Biblioteca;Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3820;Biblioteca;Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3830;Biblioteca;Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3840;Biblioteca;Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3850;Vuoto;"Sfondato su Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3860;Vuoto;"Sfondato su Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3870;Vuoto;"Sfondato su Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3880;Vuoto;"Sfondato su Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3890;Vuoto;"Sfondato su Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3900;Vuoto;"Sfondato su Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3910;Vuoto;"Sfondato su Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3920;Vuoto;"Sfondato su Biblioteca";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3930;"Vano scale";Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3940;"Vano scale";Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3950;"Vano scale";Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3960;"Vano scale";Biblioteca;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3970;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3980;Corridoio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_3990;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4000;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4010;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4020;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4030;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4040;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4060;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4070;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4080;"Alloggio del custode";"Alloggio custode";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4090;"Alloggio del custode";"Alloggio custode";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4100;"Alloggio del custode";"Alloggio custode";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4110;Corridoio;Corridoio;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4111;Ripostiglio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4120;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4130;Vuoto;"Vuoto su vano ascensore";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4140;Atrio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4150;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4160;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4170;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4180;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4190;"Alloggio del custode";"Alloggio custode";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P05;"Livello quinto";001-A_P05_4200;"Alloggio del custode";"Alloggio custode";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4230;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4240;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4260;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4270;Vuoto;"Sfondato su ufficio";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4280;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4290;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4300;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4310;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4320;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4330;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4340;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4350;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4360;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4370;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4380;Corridoio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4390;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4400;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4410;Locale;Sottotetto;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4420;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4430;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4431;Ufficio;"in fase di allestimento";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4432;;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4440;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4450;Ufficio;collaboratori;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4460;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4470;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4480;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4490;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4500;Ufficio;"DSI - ufficio Smart Card";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4510;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4520;Atrio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4530;Vuoto;"Vuoto su vano ascensore";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4540;Ripostiglio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4550;Corridoio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4560;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4570;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4580;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4590;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4600;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4610;Magazzino;"DSI - magazzino Ufficio Smart Card";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4620;"Sala server";"DSI - sala macchine";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4630;Atrio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4640;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4650;Magazzino;"DSI - magazzino 3° piano";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4660;Ufficio;"DSI - ufficio Assistenza";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4670;Ufficio;"DSI - ufficio Marchese";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4680;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4690;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4710;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4720;Ripostiglio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4730;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4740;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4750;Ingresso;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4760;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4770;"Sala riunioni";"sala riunioni - capienza 10 posti";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4780;Archivio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4790;"Locale tecnico";"Quadri elettrici";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4800;Studio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4810;"Servizi igienici";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4820;Vuoto;"Vuoto su vano ascensore";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4830;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4840;Corridoio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4850;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4851;Ripostiglio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4860;Saletta;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4870;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4871;Sala;"Sala Rosso Portale - 11 persone";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4880;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4890;Vuoto;"Vuoto su vano scale";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P06;"Livello sesto";001-A_P06_4900;"Sala riunioni";"sala riunioni organi collegiali - capienza 20 persone";
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P07;"Livello settimo";001-A_P07_4910;Sottotetto;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P07;"Livello settimo";001-A_P07_4920;"Vano scale";;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P07;"Livello settimo";001-A_P07_4930;Sottotetto;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P07;"Livello settimo";001-A_P07_4940;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P07;"Livello settimo";001-A_P07_4950;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P07;"Livello settimo";001-A_P07_4960;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P07;"Livello settimo";001-A_P07_4961;Ufficio;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P07;"Livello settimo";001-A_P07_4970;Disimpegno;;
001-A;Rettorato;Torino;"Via Verdi 8";001-A_P07;"Livello settimo";001-A_P07_4980;"Vano scale";;
